41.89386551419458, 12.501966140302937
41.89067088890724, 12.502566955104093
41.891597346689515, 12.502116344003225
41.89257171020426, 12.501601359887946
41.8934182762729, 12.501150748787078
41.892747413518585, 12.50024952658534
41.89177305268408, 12.50003494987064
41.892475871829106, 12.501322410158838
41.891405666871506, 12.501107833444138
41.89067088890724, 12.501300952487366
41.892747413518585, 12.502438209075272
41.89300298111296, 12.501837394274116
41.89268352146019, 12.5032750582626
41.891868892113756, 12.502481124418214
41.89279533252039, 12.50404753443552
41.89292311634958, 12.504905841294317
41.89174110617557, 12.50409044977846
41.891293853378684, 12.499391219726544
41.891261906630504, 12.498726031910977
41.89011181305501, 12.50421919580728
41.890638941847506, 12.505485198424006
41.89201265098866, 12.504691264579616
41.89332243916796, 12.50394024607817
41.89253976409517, 12.498597285882155
